FlowID,Type,Src,Dst,FlowSize,FCT,Slowdown,Xput
2412,1,38,37,1464,215,1.00,100.00
2413,1,26,3,1464,216,1.01,100.00
872,1,2,4,1464,5166,24.14,100.00
1206,1,50,45,1464,9719,45.42,100.00
2400,1,11,14,2920,1799,4.53,100.00
2414,1,17,37,1464,398,1.86,100.00
1564,1,7,45,1464,15280,71.40,100.00
2415,1,43,4,2920,397,1.00,100.00
410,0,6,47,39424,25982,3.98,61.19
1113,0,2,45,112424,29032,1.86,93.22
2411,1,40,45,4384,1311,2.26,100.00
2416,1,6,45,1464,946,4.42,100.00
876,0,52,61,8760,14672,5.46,68.18
1091,1,54,35,56944,19387,2.71,100.00
2296,1,0,32,144544,18101,1.00,100.00
2417,1,1,35,1464,398,1.86,100.00
2299,1,0,10,1464,18071,84.44,100.00
1600,1,7,35,1464,31975,149.42,100.00
2300,1,0,22,1464,18237,85.22,100.00
937,0,1,27,43800,37880,5.36,84.27
2331,1,0,9,1464,15342,71.69,100.00
1659,1,0,35,24,13716,391.89,100.00
2402,1,44,38,30664,4801,1.24,100.00
2419,1,37,10,4384,581,1.00,100.00
2420,1,62,9,1464,215,1.00,100.00
2346,1,0,7,1464,11058,51.67,100.00
2418,1,14,32,4384,919,1.59,100.00
2421,1,19,10,1464,215,1.00,100.00
2357,1,5,6,74464,9348,1.00,100.00
820,1,0,62,1464,18877,88.21,100.00
2424,1,36,32,1464,215,1.00,100.00
2422,1,57,9,1464,307,1.43,100.00
684,1,55,10,1464,11195,52.31,100.00
1802,1,0,50,1464,9200,42.99,100.00
989,1,46,9,1464,15925,74.42,100.00
1435,1,5,40,2920,16315,41.10,100.00
2423,1,57,7,1464,606,2.83,100.00
2425,1,50,32,2920,397,1.00,100.00
1912,1,0,15,1464,8243,38.52,100.00
1077,1,1,9,2920,14620,36.83,100.00
2427,1,10,40,1464,398,1.86,100.00
800,1,3,38,4384,16310,28.17,100.00
962,1,5,37,4384,16687,28.82,100.00
1711,1,37,40,1464,11248,52.56,100.00
1101,1,21,7,4384,14249,24.61,100.00
2428,1,4,9,2920,397,1.00,100.00
933,1,49,16,67160,8675,1.03,100.00
1820,1,49,63,24,8243,235.51,100.00
2429,1,3,16,1464,215,1.00,100.00
1521,1,5,37,4384,12052,20.82,100.00
2397,1,49,23,4384,7568,13.07,100.00
2431,1,54,37,2920,397,1.00,100.00
409,1,14,23,1464,10746,50.21,100.00
940,1,14,23,4384,9673,16.71,100.00
1683,1,5,7,11680,13824,9.27,100.00
2432,1,52,23,1464,216,1.01,100.00
1343,1,5,4,1464,12858,60.08,100.00
1173,1,5,45,24,10392,296.91,100.00
2433,1,37,23,1464,216,1.01,100.00
1557,1,14,4,1464,19871,92.86,100.00
2385,1,5,27,1464,10290,48.08,100.00
1724,1,18,23,1464,31527,147.32,100.00
2392,1,5,53,1464,9719,45.42,100.00
1979,1,48,27,1464,13831,64.63,100.00
2434,1,45,5,4384,580,1.00,100.00
2435,1,51,23,2920,398,1.00,100.00
2436,1,6,53,1464,398,1.86,100.00
965,1,36,53,1464,12802,59.82,100.00
1920,1,34,0,99280,14497,1.17,100.00
2437,1,7,23,2920,400,1.01,100.00
2409,1,41,8,65704,9068,1.10,100.00
725,1,49,0,1464,12371,57.81,100.00
1290,1,3,53,1464,15321,71.59,100.00
944,0,14,6,8760,43477,16.17,68.18
1886,1,47,23,1464,41164,192.36,100.00
2438,1,33,8,1464,215,1.00,100.00
1808,1,41,6,1464,41430,193.60,100.00
2440,1,7,53,1464,215,1.00,100.00
1916,1,45,6,1464,28556,133.44,100.00
1305,0,52,26,71544,36241,3.44,88.54
2406,1,53,52,124104,15550,1.00,100.00
2441,1,54,52,1464,215,1.00,100.00
1473,0,47,55,54024,15564,1.86,92.97
2442,1,6,52,5840,1494,1.96,100.00
2443,1,0,52,1464,215,1.00,100.00
1255,1,27,52,2920,33603,84.64,100.00
1499,1,15,52,1464,23761,111.03,100.00
1016,0,59,19,16064,6478,1.80,100.00
2444,1,36,52,1464,215,1.00,100.00
1362,1,2,32,105120,43555,3.31,100.00
2445,1,45,32,1464,215,1.00,100.00
1967,1,2,53,4384,24918,43.04,100.00
329,1,63,44,162064,24925,1.23,100.00
1987,1,29,32,4384,47109,81.36,100.00
2426,1,63,10,1464,14368,67.14,100.00
1036,0,57,55,55480,18483,2.17,100.00
391,1,15,44,7304,29804,31.57,100.00
2446,1,12,44,1464,215,1.00,100.00
455,0,34,5,42344,15967,2.32,100.00
2430,1,63,49,4384,14386,24.85,100.00
1590,0,42,9,8760,7680,2.86,100.00
1045,1,25,10,11680,27218,18.24,100.00
2447,1,0,10,2920,446,1.12,100.00
721,0,42,1,8760,7747,2.88,100.00
1678,1,3,44,37960,28078,5.88,100.00
1774,1,8,44,4384,30318,52.36,100.00
2439,1,35,0,129944,17058,1.05,100.00
2448,1,49,0,1464,216,1.01,100.00
1611,0,37,39,24824,8895,1.89,100.00
1476,0,20,58,8760,5561,2.07,100.00
1326,0,52,7,40880,11046,1.65,100.00
1115,0,0,7,26280,10707,2.19,100.00
928,0,55,40,23360,12903,2.86,100.00
85,0,31,13,8760,5556,2.07,100.00
1286,0,13,5,73000,14959,1.40,100.00
1207,0,30,12,73000,14947,1.39,100.00
1998,0,46,47,294920,42657,1.11,100.00
931,0,26,33,8760,7924,2.95,68.18
1291,0,44,35,230680,34698,1.14,100.00
637,0,4,44,59864,13823,1.52,100.00
312,0,5,33,459904,64947,1.10,100.00
1578,0,36,23,121184,38565,2.30,90.39
1369,0,22,31,21904,8530,1.97,100.00
470,0,9,3,21904,8530,1.97,100.00
1309,0,8,25,39424,10738,1.65,100.00
1591,0,0,50,639480,98181,1.20,97.72
223,0,52,42,18984,6834,1.72,100.00
1099,0,15,5,24824,8895,1.89,100.00
9,0,23,2,26280,10741,2.20,100.00
506,0,22,14,8760,6327,2.35,100.00
1598,0,36,33,18984,17925,4.52,59.85
1672,0,51,55,394200,55067,1.08,100.00
921,0,51,52,8760,50533,18.79,100.00
207,0,35,36,423400,147461,2.70,99.46
123,0,19,30,8760,8963,3.33,100.00
1466,0,63,10,8760,9703,3.61,71.38
611,0,42,49,446760,157763,2.75,76.00
1807,0,50,26,789864,137935,1.37,100.00
1720,0,31,56,73000,81115,7.57,20.92
211,0,9,10,71544,22029,2.09,100.00
63,0,19,20,274480,80813,2.25,100.00
1574,0,19,25,43800,20960,2.97,100.00
627,0,5,0,8760,7078,2.63,100.00
1799,0,20,31,8760,5556,2.07,100.00
1691,0,5,1,30664,15511,2.86,100.00
583,0,50,0,56944,102976,11.82,100.00
1307,0,55,47,52560,12381,1.52,100.00
1186,0,44,55,59864,13297,1.47,100.00
508,0,53,0,8760,5556,2.07,100.00
1613,0,7,40,26280,58606,12.01,16.57
1035,0,27,10,8760,7113,2.65,68.18
499,0,9,38,10224,9996,3.48,61.00
1587,0,47,26,147464,80082,4.00,32.03
192,0,40,38,18984,22467,5.66,77.37
1471,0,36,15,27744,13490,2.67,100.00
412,0,42,8,8760,26119,9.71,28.40
615,0,26,29,27744,25996,5.14,96.93
667,0,12,33,16064,8459,2.35,100.00
1571,0,25,42,64240,13822,1.44,100.00
1736,0,0,10,45264,13480,1.86,100.00
650,0,38,10,258424,69030,2.04,100.00
434,0,43,24,8760,6892,2.56,100.00
1714,0,19,1,900824,169198,1.48,100.00
641,1,28,48,2083424,260534,1.00,100.00
155,1,28,11,24,256128,7317.94,100.00
844,1,28,12,24,250885,7168.14,100.00
2168,1,28,57,1464,247281,1155.52,100.00
1419,1,28,41,24,244385,6982.43,100.00
2449,1,11,28,1464,592,2.77,100.00
289,1,27,57,1464,225983,1056.00,100.00
349,1,8,57,1464,222095,1037.83,100.00
903,1,21,57,4384,243074,419.82,100.00
2450,1,12,28,4384,1091,1.88,100.00
95,1,57,48,7304,218119,231.06,100.00
379,1,0,48,1464,247610,1157.06,100.00
2451,1,51,57,2920,762,1.92,100.00
2452,1,41,28,1464,649,3.03,100.00
476,1,1,48,1464,241482,1128.42,100.00
1189,1,13,57,1464,233631,1091.73,100.00
1450,1,0,57,1464,239384,1118.62,100.00
2453,1,29,57,1464,398,1.86,100.00
396,0,12,7,46720,17099,2.30,100.00
180,0,32,14,232144,34960,1.14,100.00
740,1,5,48,42344,230339,43.26,100.00
784,1,23,48,2920,229397,577.83,100.00
831,1,42,48,2920,229993,579.33,100.00
389,0,2,11,356240,107726,2.34,100.00
952,1,54,48,1464,268386,1254.14,100.00
1421,1,45,48,2920,262507,661.23,100.00
2455,1,59,48,1464,398,1.86,100.00
1567,1,9,48,1464,248003,1158.89,100.00
1603,1,11,48,2920,255337,643.17,100.00
2456,1,33,48,2920,1192,3.00,100.00
1707,0,5,28,24824,25118,5.35,90.81
2457,1,3,48,2920,999,2.52,100.00
2458,1,18,48,1464,889,4.15,100.00
2459,1,10,48,1464,747,3.49,100.00
1289,0,42,48,8760,237649,88.38,3.56
2460,1,50,48,4384,1311,2.26,100.00
2461,1,44,48,4384,1327,2.29,100.00
1850,0,2,17,36504,23157,3.76,100.00
2454,1,61,57,143080,17918,1.00,100.00
1623,0,33,62,16064,192179,53.37,100.00
2197,1,28,59,170824,264423,12.37,100.00
2205,1,28,41,1464,263815,1232.78,100.00
2219,1,28,51,1464,261923,1223.94,100.00
190,1,47,41,1464,262422,1226.27,100.00
2234,1,28,56,1464,259967,1214.80,100.00
2253,1,28,54,1464,257154,1201.65,100.00
296,1,23,41,1464,261579,1222.33,100.00
135,1,31,51,2920,241976,609.51,100.00
2285,1,28,18,1464,250370,1169.95,100.00
747,1,1,56,1464,239901,1121.03,100.00
2463,1,21,54,2920,415,1.05,100.00
1380,1,62,18,1464,242301,1132.25,100.00
2462,1,24,41,1464,807,3.77,100.00
2370,1,28,1,1464,238559,1114.76,100.00
230,1,12,54,1464,253429,1184.25,100.00
564,1,5,51,2920,252031,634.84,100.00
2372,1,28,13,1464,238790,1115.84,100.00
60,1,19,1,1464,238980,1116.73,100.00
2465,1,57,54,1464,398,1.86,100.00
2466,1,7,51,1464,216,1.01,100.00
779,1,31,56,2920,272789,687.13,100.00
2468,1,44,54,1464,215,1.00,100.00
2381,1,28,12,4384,238131,411.28,100.00
1372,0,47,36,27744,14558,2.88,100.00
2464,1,63,41,2920,1435,3.61,100.00
1148,1,28,31,1464,285445,1333.86,100.00
891,0,18,62,819064,110564,1.06,100.00
233,1,4,59,17520,240636,108.30,100.00
796,1,12,41,1464,247723,1157.58,100.00
2467,1,6,59,1464,961,4.49,100.00
871,1,9,56,2920,259841,654.51,100.00
1919,1,31,12,4384,244471,422.23,100.00
694,1,28,23,1464,281082,1313.47,100.00
2469,1,43,41,1464,755,3.53,100.00
1051,0,27,44,39424,14910,2.29,93.25
889,1,4,54,4384,238829,412.49,100.00
2472,1,25,54,1464,215,1.00,100.00
2470,1,53,56,2920,1139,2.87,100.00
858,1,2,51,7304,238682,252.84,100.00
2471,1,23,41,2920,1144,2.88,100.00
1817,1,28,10,2920,266445,671.15,100.00
1985,1,17,54,1464,249367,1165.27,100.00
653,1,27,59,4384,249142,430.30,100.00
1096,1,38,56,1464,252025,1177.69,100.00
1030,1,28,33,1464,240461,1123.65,100.00
1575,1,7,41,1464,250885,1172.36,100.00
957,1,17,51,2920,248495,625.93,100.00
2474,1,11,51,1464,340,1.59,100.00
1376,1,48,56,4384,240036,414.57,100.00
802,1,22,59,5840,257041,337.32,100.00
2476,1,59,56,1464,462,2.16,100.00
2475,1,25,51,4384,582,1.01,100.00
1080,1,40,59,1464,265497,1240.64,100.00
1487,0,46,12,17520,6745,1.78,100.00
2478,1,23,51,1464,217,1.01,100.00
1212,1,28,59,1464,286073,1336.79,100.00
1422,1,20,59,7304,255253,270.40,100.00
1594,1,12,59,2920,265394,668.50,100.00
1825,1,44,59,2920,272214,685.68,100.00
1972,1,23,59,4384,259605,448.37,100.00
765,0,36,26,8760,65766,24.46,15.59
1400,1,62,18,68624,256590,29.80,100.00
1907,1,20,18,2920,250519,631.03,100.00
1941,1,26,18,1464,248664,1161.98,100.00
1481,0,53,21,20440,36118,8.71,100.00
2473,1,15,41,89064,12317,1.10,100.00
2479,1,24,41,1464,962,4.50,100.00
1432,0,8,13,73000,36100,3.37,95.19
595,0,36,14,48184,39347,5.17,100.00
66,0,57,36,1141720,268112,1.86,99.24
1855,0,63,11,26280,108235,22.18,73.49
2477,1,3,56,144544,19757,1.09,100.00
2480,1,24,56,1464,960,4.49,100.00
1677,1,59,56,1464,289262,1351.69,100.00
2481,1,6,56,2920,1123,2.83,100.00
1986,0,38,35,127024,29167,1.67,85.78
408,0,36,21,27744,36916,7.29,100.00
1640,0,24,42,27744,31517,6.23,68.51
1631,0,15,35,26280,96105,19.70,67.40
1341,0,43,62,65704,14005,1.43,100.00
1646,0,22,39,573784,120792,1.65,100.00
569,0,55,10,451144,62833,1.08,100.00
1127,0,37,1,109504,34771,2.28,100.00
1368,0,3,50,164984,263914,11.88,100.00
76,0,30,1,429240,112339,2.03,77.85
428,0,2,26,30664,83234,15.34,36.16
879,0,21,8,176664,87182,3.68,41.51
288,0,3,50,78840,243962,21.31,100.00
1184,0,46,57,8760,5557,2.07,100.00
61,0,16,40,1496504,264081,1.40,80.59
167,0,55,27,46720,19337,2.60,100.00
1896,0,30,6,18984,68965,17.39,79.34
1935,0,49,23,14600,15780,4.62,89.24
1463,0,58,34,1743240,324017,1.48,100.00
447,0,29,4,836584,110863,1.04,100.00
999,0,24,41,70080,74144,7.16,32.20
294,0,58,5,14600,297855,87.12,100.00
489,0,16,36,58400,237434,26.70,79.73
954,0,50,38,13144,16063,4.96,41.82
498,0,24,20,110960,111057,7.18,89.29
378,0,42,27,70080,32899,3.18,41.59
588,0,29,1,64240,117375,12.20,100.00
1354,0,16,54,8760,191625,71.26,38.65
16,0,11,6,1259984,326013,2.05,99.93
1722,0,54,48,83224,114721,9.56,42.84
199,0,58,54,51104,161159,20.19,100.00
529,0,47,33,1026384,147326,1.13,100.00
1514,0,42,39,35040,15310,2.56,100.00
1244,0,51,16,1156320,159721,1.09,100.00
1178,0,6,63,1398680,359075,2.04,100.00
867,0,61,59,42344,66700,9.69,22.95
1649,0,4,3,1544680,253694,1.30,98.87
1420,0,37,19,20440,8354,2.01,100.00
1058,0,3,54,468664,267688,4.45,100.00
38,0,46,0,73000,56991,5.32,28.18
848,0,60,50,29200,9454,1.80,100.00
1679,0,37,32,8760,9723,3.62,100.00
1223,0,42,29,13144,7911,2.44,100.00
1070,0,36,60,14600,8329,2.44,100.00
1756,0,20,7,137240,22952,1.22,100.00
1334,0,18,27,740224,132610,1.41,100.00
1760,0,54,27,74464,100108,9.18,47.70
1524,0,31,15,949000,187836,1.56,70.38
1863,0,48,44,1061424,329915,2.46,98.87
1406,0,3,2,113880,192591,12.17,100.00
1489,0,20,13,73000,35691,3.33,100.00
433,0,3,1,20440,185216,44.64,100.00
1008,0,60,13,21904,9058,2.09,93.22
1111,0,50,26,8760,22622,8.41,32.75
1198,0,0,2,36504,34069,5.53,99.20
577,0,42,36,8760,5560,2.07,100.00
284,0,20,7,55480,12731,1.49,100.00
465,0,26,0,489104,223400,3.56,54.23
1867,0,24,11,1305240,277432,1.68,98.73
292,0,42,11,52560,13647,1.67,100.00
57,0,26,17,24824,187686,39.97,69.42
1151,0,42,32,51104,24723,3.10,100.00
804,0,19,39,1454160,191943,1.05,100.00
1253,0,44,63,151840,48933,2.38,54.64
1364,0,63,15,1210344,347096,2.27,50.27
1897,0,61,44,681824,91457,1.05,100.00
1437,0,24,49,8760,221520,82.38,14.28
405,0,18,10,21904,8530,1.97,100.00
960,0,7,48,1043904,280860,2.13,80.47
1990,0,45,34,711024,359613,3.97,86.84
1069,0,40,24,791320,164978,1.64,67.06
418,0,44,50,8760,5561,2.07,100.00
1216,0,45,32,54024,282926,33.90,100.00
1818,0,40,61,8760,125721,46.75,68.18
1392,0,45,18,18984,164116,41.38,100.00
649,0,31,34,116800,288175,17.80,71.14
1741,0,29,15,29200,32168,6.13,70.23
1629,0,31,50,8760,228217,84.87,100.00
293,0,43,41,67160,201372,20.16,32.05
1592,0,18,3,21904,8537,1.97,100.00
1073,0,31,6,23360,155849,34.53,100.00
908,0,13,38,3251424,422301,1.03,100.00
1131,0,7,24,14600,287705,84.15,22.69
1606,0,3,56,1706744,557248,2.59,99.31
748,0,13,27,8760,247243,91.95,100.00
1976,0,46,15,32120,9807,1.75,100.00
1917,0,7,39,59864,164049,18.08,100.00
50,0,40,0,43800,94842,13.42,31.03
40,0,37,42,1556360,200409,1.02,100.00
419,0,49,59,61320,108104,11.68,55.25
478,0,11,8,220464,463250,15.89,9.63
1002,0,9,8,1205960,521809,3.43,50.11
1695,0,54,40,1938880,273961,1.12,100.00
169,0,35,48,835120,676371,6.38,27.90
1650,0,50,58,1857120,257438,1.10,100.00
1781,0,35,61,138704,683401,36.10,56.24
547,0,8,35,17520,19962,5.28,85.68
314,0,35,11,29200,605800,115.52,69.58
1442,0,11,49,801544,714346,7.02,65.93
991,0,31,56,819064,109568,1.05,98.48
1451,0,48,43,58400,55925,6.29,96.91
1788,0,3,29,816144,715535,6.91,70.47
1327,0,31,35,8760,110303,41.02,47.16
1634,0,12,8,1280424,660742,4.09,33.14
1385,0,24,7,938784,150578,1.27,98.58
397,0,1,26,4190200,624987,1.19,96.87
541,0,3,18,18984,376991,95.06,100.00
1877,0,12,42,18984,442635,111.61,100.00
1586,0,50,41,8760,31930,11.87,22.45
272,0,1,40,48184,381802,50.13,79.08
1082,0,12,26,24824,378373,80.57,89.99
1617,0,12,25,100744,372771,26.28,100.00
1448,0,63,12,1889240,454468,1.91,98.84
1100,0,63,6,8760,443305,164.86,51.72
278,0,12,51,26280,341859,70.07,100.00
1182,0,63,19,8760,418699,155.71,68.18
1416,0,18,21,59864,13275,1.46,100.00
208,0,48,14,26280,72092,14.78,35.43
1963,0,12,41,8760,332949,123.82,32.75
1158,0,49,23,13144,35719,11.04,35.72
1003,0,12,18,32120,321240,57.27,100.00
863,0,32,8,54024,483248,57.90,10.95
905,0,63,8,11680,404068,132.31,26.32
1154,0,26,3,289080,89222,2.36,97.25
618,0,32,39,45264,432287,59.62,100.00
792,0,9,13,1528624,614591,3.19,99.99
346,0,11,5,1324224,706480,4.23,100.00
752,0,18,33,56944,12914,1.48,100.00
0,0,21,24,52560,78522,9.62,56.21
1819,0,9,5,147464,593605,29.64,97.30
20,0,1,3,788400,517958,5.17,80.82
592,0,54,35,1716960,225825,1.04,100.00
503,0,7,20,954840,141531,1.17,100.00
1704,0,62,0,835120,318064,3.00,38.51
914,0,42,39,1887784,247438,1.04,100.00
83,0,1,22,51104,532739,66.75,73.28
347,0,35,16,1687760,466604,2.20,98.84
1610,0,35,13,46720,451481,60.73,91.95
1911,0,7,35,70080,14803,1.43,100.00
1903,0,35,6,36504,369327,59.99,100.00
897,0,3,22,842424,418249,3.91,100.00
479,0,1,22,338720,557531,12.69,78.38
1247,0,18,36,8760,58861,21.89,13.61
1149,0,12,55,1544680,508479,2.61,100.00
1764,0,20,56,8760,6277,2.33,68.18
1763,0,12,5,20440,490604,118.25,86.99
22,0,45,48,1131504,556744,3.89,53.21
265,0,9,58,1127120,736999,5.17,100.00
482,0,55,51,4390224,557943,1.01,100.00
1533,0,46,19,1808944,231959,1.02,100.00
273,0,12,47,51104,467601,58.59,53.05
1519,0,9,10,42344,658960,95.70,100.00
619,0,46,52,8760,11091,4.12,100.00
1831,0,34,24,2515584,702567,2.22,78.67
1669,0,61,63,732920,148778,1.60,71.03
690,0,12,13,48184,376219,49.40,74.07
322,0,55,37,185424,520144,21.00,100.00
1492,0,7,3,68624,14371,1.41,100.00
1997,0,18,10,61320,13457,1.45,100.00
556,0,20,44,46720,11632,1.56,100.00
769,0,49,7,178120,169825,7.12,98.71
1674,0,32,12,1988520,587194,2.35,100.00
1530,0,54,28,8760,5948,2.21,100.00
111,0,61,31,58400,191383,21.52,82.17
297,0,32,18,27744,543514,107.39,100.00
1904,0,7,15,14600,6286,1.84,100.00
862,0,32,52,8760,541296,201.30,100.00
1768,0,54,57,8760,6965,2.59,100.00
1262,0,7,55,21904,8530,1.97,100.00
259,0,61,17,61320,146129,15.78,95.29
702,0,36,46,8760,9667,3.60,71.38
1371,0,58,0,23360,71959,15.94,14.33
1333,0,7,22,65704,22992,2.34,100.00
842,0,15,36,867240,965373,8.78,94.77
1215,0,36,12,27744,35461,7.01,96.93
1703,0,7,22,62784,34331,3.64,41.35
1733,0,51,48,1268744,750954,4.69,37.15
749,0,12,39,1394304,511695,2.91,98.99
1210,0,26,36,2086344,490141,1.87,85.55
938,0,12,47,8760,506555,188.38,32.75
1200,0,9,22,1514024,649871,3.41,100.00
229,0,49,23,18984,249261,62.85,9.88
1615,0,18,23,106584,183456,12.30,55.34
1459,0,18,39,8760,9058,3.37,100.00
1063,0,53,34,7446000,1068307,1.15,98.31
1576,0,58,19,902280,131525,1.15,100.00
1569,0,53,17,8760,1033909,384.50,100.00
1336,0,53,56,23360,1013415,224.50,99.42
1293,0,21,57,3504000,493317,1.12,100.00
1092,0,4,30,3270400,1162564,2.83,96.86
1889,0,18,28,27744,9260,1.83,100.00
1199,0,4,38,100744,992119,69.94,100.00
337,0,15,27,1111064,1170836,8.33,99.99
1737,0,56,59,8237320,1329207,1.29,83.99
39,0,15,17,8760,1073132,399.08,100.00
431,0,4,52,143080,914882,46.97,100.00
1651,0,15,35,75920,983059,88.69,100.00
1497,0,39,48,1461464,592765,3.22,91.05
915,0,60,0,1295024,657629,4.02,63.10
1335,0,36,3,33584,33705,5.82,91.26
687,0,60,32,36504,554366,90.05,74.85
13,0,9,20,1013240,666137,5.19,100.00
376,0,63,54,4321600,983879,1.82,95.70
1684,0,7,45,74464,27355,2.51,50.71
1542,0,4,29,23360,935213,207.18,30.49
542,0,4,6,8760,869735,323.44,100.00
1873,0,39,8,17520,635187,167.86,24.16
138,0,21,62,1001560,485334,3.83,100.00
1525,0,7,41,40880,39868,5.95,35.06
1648,0,45,11,3242664,603948,1.48,100.00
1225,0,18,24,8760,5649,2.10,100.00
1019,0,63,0,20440,1016342,244.96,33.33
519,0,9,14,24824,673597,143.44,34.23
1953,0,37,59,1118360,886658,6.27,75.60
520,0,9,52,58400,581652,65.40,100.00
1580,0,39,63,8760,623238,231.77,13.61
1152,0,54,17,1065800,230648,1.71,100.00
1945,0,9,48,46720,503731,67.76,100.00
744,0,37,17,39424,395438,60.64,100.00
1028,0,45,14,20440,629090,151.62,32.71
1084,0,55,29,1658560,869094,4.16,65.26
34,0,46,9,103664,18776,1.29,100.00
500,0,45,3,13144,493253,152.43,61.65
988,0,55,15,17520,801154,211.72,53.61
416,0,40,36,2533104,734941,2.31,54.86
1155,0,4,39,693504,831851,9.42,100.00
1472,0,36,40,26280,16387,3.36,82.98
1469,0,4,25,20440,715720,172.50,100.00
775,0,22,30,2719984,1415870,4.14,62.44
1839,0,4,12,16064,689894,191.58,100.00
803,0,40,10,56944,707310,81.20,60.25
1673,0,39,25,497864,636229,9.97,100.00
509,0,39,44,8760,265793,98.84,100.00
1000,0,55,40,181040,733087,30.26,100.00
249,0,7,2,8760,5556,2.07,100.00
864,0,55,31,8760,735206,273.41,100.00
1826,0,37,54,486184,422201,6.77,68.07
373,0,46,39,8760,5561,2.07,100.00
483,0,58,11,1350504,176474,1.04,100.00
828,0,49,30,23360,71589,15.86,31.74
830,0,40,15,259880,752707,22.09,60.11
268,0,49,58,11680,44010,14.41,95.18
661,0,58,34,58400,121850,13.70,100.00
1298,0,40,59,8760,684810,254.67,44.01
1854,0,15,47,638024,1189453,14.62,39.39
274,0,4,55,894984,415381,3.66,100.00
298,0,44,59,1838144,842517,3.64,78.66
923,0,15,52,14600,1149234,336.13,89.24
1226,0,3,49,1794344,1116570,4.94,95.77
1227,0,15,9,30664,908947,167.52,70.64
705,0,7,0,21904,71776,16.57,28.59
1196,0,25,8,1903840,1382035,5.77,39.95
1614,0,42,60,3979960,1010419,2.02,90.83
381,0,40,19,459904,761858,12.90,97.28
1185,0,3,47,160600,1165609,53.79,46.17
1568,0,7,57,61320,13490,1.46,100.00
1626,0,63,20,683280,1219591,14.02,68.26
1666,0,3,22,20440,1118953,269.69,100.00
137,0,63,19,20440,1191103,287.08,99.96
336,0,39,12,1566584,442794,2.24,100.00
1202,0,44,29,835120,862806,8.14,100.00
203,0,40,19,163520,744457,33.79,92.80
1378,0,23,41,6767104,1798808,2.12,99.52
712,0,44,46,45264,513276,70.79,100.00
87,0,36,4,1671704,215281,1.02,100.00
676,0,55,48,1686304,786086,3.70,100.00
1139,0,39,53,90520,391347,30.32,100.00
1429,0,5,60,8462160,1634998,1.54,98.97
1947,0,36,53,8760,81171,30.19,38.65
1936,0,55,37,18984,557440,140.55,48.65
1796,0,43,23,4768360,1438866,2.41,68.67
832,0,55,25,119720,337113,20.36,100.00
1891,0,45,40,2352064,808434,2.73,94.22
1635,0,49,0,8760,83685,31.12,10.20
1146,0,23,49,8760,1523028,566.39,13.61
1086,0,55,36,75920,352284,31.78,100.00
1895,0,45,23,26280,726247,148.85,91.81
1157,0,9,20,1533000,830402,4.30,90.50
1441,0,45,43,17520,736801,194.71,85.68
1278,0,39,0,35040,490320,82.08,30.90
672,0,23,0,16064,1569093,435.74,23.47
1562,0,61,50,470120,143637,2.38,97.40
1359,0,9,56,172280,854333,36.94,100.00
751,0,23,53,21904,1393017,321.64,38.67
385,0,39,15,24824,243804,51.92,40.26
1875,0,45,6,56944,727473,83.51,99.48
1675,0,63,24,188344,1093322,43.50,98.57
1057,0,45,6,8760,717811,266.94,71.38
1490,0,22,0,1658560,1725987,8.26,67.68
484,0,23,41,8760,1011331,376.10,32.75
984,0,63,11,8760,951574,353.88,68.18
486,0,4,45,1864424,657789,2.80,90.79
48,0,63,28,54024,659791,79.05,60.36
810,0,4,26,8760,567917,211.20,68.18
1621,0,9,0,49640,856845,109.87,68.44
438,0,55,1,769424,463643,4.74,71.92
1482,0,26,15,5588880,1169567,1.67,100.00
1129,0,55,10,64240,386934,40.21,41.37
1708,0,4,16,42344,556973,80.88,23.87
136,0,4,43,176664,571990,24.16,100.00
511,0,9,5,659920,880559,10.47,100.00
47,0,37,14,1613304,765974,3.77,80.62
1770,0,37,38,8760,733782,272.88,71.38
352,0,43,45,134320,1719335,93.52,37.72
1529,0,9,4,692040,905831,10.28,100.00
1389,0,23,33,1813320,1072207,4.70,100.00
1187,0,51,10,7529224,1724160,1.83,100.00
1413,0,23,2,8760,1061579,394.79,100.00
1971,0,23,60,8760,1055730,392.61,68.18
1296,0,26,8,23360,1337782,296.36,11.82
1929,0,0,14,4015000,1735507,3.45,99.75
1644,0,51,28,18984,1306044,329.31,32.14
94,0,39,56,1638120,411956,2.00,87.88
1632,0,23,1,55480,990069,116.08,43.62
1753,0,51,7,75920,1224966,110.52,100.00
1023,0,3,53,3758040,1585519,3.36,100.00
1315,0,37,7,719784,840416,9.18,88.81
1020,0,37,40,8760,584977,217.54,71.38
638,0,17,63,9224280,2256752,1.95,99.25
861,0,37,3,24824,545491,116.16,69.42
1177,0,17,43,21904,2010603,464.24,100.00
110,0,17,34,8760,2001860,744.46,100.00
1399,0,43,60,1265824,1621934,10.15,100.00
567,0,27,49,3594520,2142501,4.75,95.30
1087,0,45,13,363544,1027850,21.85,97.72
1546,0,43,59,36504,1576792,256.14,62.55
1849,0,51,61,169360,1098008,48.23,45.42
1583,0,51,11,8760,843227,313.58,68.18
1682,0,43,31,29200,1526471,291.09,100.00
1095,0,45,60,40880,773437,115.37,93.04
562,0,40,16,3165280,1293514,3.26,96.07
1323,0,48,28,9348384,1472120,1.26,99.32
544,0,40,42,8760,1229611,457.27,100.00
1692,0,4,61,623424,836643,10.52,66.23
