FlowID,FlowType,Src,Dst,FlowSize,Create,NotifTime,GrantTime,Start,Finish,FCT,Slowdown,Xput
669,1,117,30,24,105237,105237,-1,105237,105272,35,1.00,100.00
1242,2,42,104,5840,104857,104823,104856,104857,105619,762,1.00,100.00
671,1,124,108,24,105861,105861,-1,105861,105897,36,1.03,100.00
1243,2,87,109,5840,105149,105115,105148,105149,105912,763,1.00,100.00
668,3,71,55,5840,105204,105204,105237,105238,106000,796,1.04,100.00
673,1,27,121,24,106075,106075,-1,106075,106111,36,1.03,100.00
674,1,7,86,24,106149,106149,-1,106149,106185,36,1.03,100.00
665,3,33,51,11680,104860,104860,104893,104894,106386,1526,1.02,100.00
670,3,109,43,5840,105755,105755,105788,105789,106551,796,1.04,100.00
1244,2,108,124,5840,105895,105861,105894,105895,106657,762,1.00,100.00
672,3,104,38,5840,105872,105872,105905,105906,106668,796,1.04,100.00
1246,2,86,7,5840,106183,106149,106182,106183,106945,762,1.00,100.00
676,1,11,30,24,106982,106982,-1,106982,107017,35,1.00,100.00
678,1,79,77,24,107015,107015,-1,107015,107050,35,1.00,100.00
1031,2,49,97,766504,11407,11373,11406,11407,107268,95861,1.00,100.00
681,1,142,82,24,107317,107317,-1,107317,107352,35,1.00,100.00
495,3,90,79,233600,78298,78298,78331,78332,107567,29269,1.00,100.00
684,1,74,0,24,107548,107548,-1,107548,107583,35,1.00,100.00
677,3,122,19,5840,107009,107009,107042,107043,107805,796,1.04,100.00
679,3,36,46,5840,107152,107152,107185,107186,107948,796,1.04,100.00
685,1,7,86,24,107963,107963,-1,107963,107998,35,1.00,100.00
147,3,12,97,5840,22043,22043,107243,107244,108006,85963,112.81,100.00
1247,2,49,67,5840,107247,53414,107246,107247,108009,762,1.00,100.00
686,1,126,105,24,108083,108083,-1,108083,108118,35,1.00,100.00
1248,2,77,79,5840,107552,107015,107551,107552,108314,762,1.00,100.00
1245,2,121,27,17520,106109,106075,106108,106109,108331,2222,1.00,100.00
688,1,90,12,24,108420,108420,-1,108420,108456,36,1.03,100.00
680,3,36,76,5840,107170,107170,107932,107933,108695,1525,2.00,100.00
689,1,56,59,24,108718,108718,-1,108718,108753,35,1.00,100.00
1249,2,86,97,5840,107991,60869,107990,107991,108753,762,1.00,100.00
1250,2,49,126,5840,107998,65757,107997,107998,108760,762,1.00,100.00
1251,2,12,90,5840,108454,108420,108453,108454,109216,762,1.00,100.00
693,1,90,25,24,109319,109319,-1,109319,109354,35,1.00,100.00
1252,2,86,7,5840,108738,107963,108737,108738,109500,762,1.00,100.00
1253,2,107,97,5840,108738,104674,108737,108738,109500,762,1.00,100.00
1254,2,105,126,5840,108745,108083,108744,108745,109507,762,1.00,100.00
464,3,49,23,5840,71816,71816,108749,108750,109512,37696,49.47,100.00
691,3,47,90,5840,108878,108878,109203,109204,109966,1088,1.43,100.00
696,1,48,25,24,109946,109946,-1,109946,109981,35,1.00,100.00
698,1,73,5,24,110035,110035,-1,110035,110074,39,1.11,100.00
699,1,19,103,24,110096,110096,-1,110096,110132,36,1.03,100.00
690,3,19,23,5840,108814,108814,109496,109497,110262,1448,1.90,100.00
1255,2,49,0,5840,109503,97341,109502,109503,110265,762,1.00,100.00
694,3,101,118,5840,109490,109490,109523,109524,110286,796,1.04,100.00
697,3,126,13,5840,110018,110018,110051,110052,110814,796,1.04,100.00
1256,2,5,73,5840,110069,110035,110068,110069,110831,762,1.00,100.00
1257,2,103,19,5840,110130,110096,110129,110130,110892,762,1.00,100.00
706,1,27,69,24,111098,111098,-1,111098,111157,59,1.69,100.00
703,3,32,31,7304,110506,110506,110543,110544,111489,983,1.04,100.00
711,1,115,125,24,111865,111865,-1,111865,111904,39,1.11,100.00
1258,2,69,27,5840,111153,111098,111152,111153,111915,762,1.00,100.00
708,3,3,19,5840,111210,111210,111243,111244,112006,796,1.04,100.00
709,3,109,134,5840,111401,111401,111434,111435,112197,796,1.04,100.00
712,1,6,86,24,112265,112265,-1,112265,112300,35,1.00,100.00
710,3,12,46,5840,111710,111710,111743,111744,112506,796,1.04,100.00
713,1,22,107,24,112582,112582,-1,112582,112618,36,1.03,100.00
1259,2,125,115,5840,111899,111865,111898,111899,112661,762,1.00,100.00
1260,2,107,22,5840,112616,112582,112615,112616,113378,762,1.00,100.00
715,1,79,85,24,113388,113388,-1,113388,113424,36,1.03,100.00
717,1,87,129,24,113532,113532,-1,113532,113567,35,1.00,100.00
718,1,22,123,24,113784,113784,-1,113784,113821,37,1.06,100.00
1261,2,85,79,5840,113422,113388,113421,113422,114184,762,1.00,100.00
719,1,68,119,24,114403,114403,-1,114403,114439,36,1.03,100.00
1262,2,119,68,5840,114437,114403,114436,114437,115199,762,1.00,100.00
721,1,55,101,24,115529,115529,-1,115529,115565,36,1.03,100.00
722,1,129,92,24,115630,115630,-1,115630,115671,41,1.17,100.00
724,1,52,134,24,115655,115655,-1,115655,115690,35,1.00,100.00
726,1,137,132,24,116005,116005,-1,116005,116041,36,1.03,100.00
727,1,19,95,24,116018,116018,-1,116018,116054,36,1.03,100.00
1263,2,101,55,5840,115563,115529,115562,115563,116325,762,1.00,100.00
1264,2,92,129,5840,115666,115630,115665,115666,116428,762,1.00,100.00
729,1,120,1,24,116492,116492,-1,116492,116528,36,1.03,100.00
725,3,18,103,5840,115769,115769,115802,115803,116565,796,1.04,100.00
732,1,121,29,24,116748,116748,-1,116748,116783,35,1.00,100.00
731,1,54,17,24,116743,116743,-1,116743,116784,41,1.17,100.00
1265,2,132,137,5840,116039,116005,116038,116039,116801,762,1.00,100.00
733,1,21,119,24,117014,117014,-1,117014,117049,35,1.00,100.00
730,3,79,141,5840,116625,116625,116658,116659,117421,796,1.04,100.00
1266,2,95,19,11680,116052,116018,116051,116052,117544,1492,1.00,100.00
736,1,116,25,24,117809,117809,-1,117809,117844,35,1.00,100.00
737,1,33,76,24,117944,117944,-1,117944,117980,36,1.03,100.00
738,1,133,75,24,118103,118103,-1,118103,118139,36,1.03,100.00
735,3,45,13,5840,117734,117734,117769,117770,118532,798,1.05,100.00
742,1,105,23,24,118839,118839,-1,118839,118875,36,1.03,100.00
1269,2,75,133,5840,118137,118103,118136,118137,118899,762,1.00,100.00
739,3,5,115,5840,118204,118204,118241,118242,119004,800,1.05,100.00
1268,2,76,33,10224,117978,117944,117977,117978,119288,1310,1.00,100.00
743,1,140,92,24,119531,119531,-1,119531,119576,45,1.29,100.00
744,1,39,108,24,119546,119546,-1,119546,119582,36,1.03,100.00
1270,2,23,105,5840,118873,118839,118872,118873,119635,762,1.00,100.00
745,1,42,52,24,120057,120057,-1,120057,120098,41,1.17,100.00
1272,2,108,39,5840,119580,119546,119579,119580,120342,762,1.00,100.00
746,1,64,84,24,120328,120328,-1,120328,120363,35,1.00,100.00
751,1,82,28,24,120958,120958,-1,120958,120996,38,1.09,100.00
747,3,66,118,5840,120345,120345,120378,120379,121141,796,1.04,100.00
752,1,127,28,24,121143,121143,-1,121143,121184,41,1.17,100.00
753,1,118,99,24,121282,121282,-1,121282,121320,38,1.09,100.00
1271,2,92,140,14600,119571,119531,119570,119571,121428,1857,1.00,100.00
155,3,53,98,786944,22996,22996,23029,23030,121448,98452,1.00,100.00
756,1,87,135,24,121812,121812,-1,121812,121847,35,1.00,100.00
757,1,27,116,24,121881,121881,-1,121881,121918,37,1.06,100.00
1273,2,53,23,5840,121423,51546,121422,121423,122185,762,1.00,100.00
754,3,87,78,5840,121391,121391,121428,121429,122194,803,1.05,100.00
758,1,136,20,24,122318,122318,-1,122318,122361,43,1.23,100.00
759,1,47,97,24,122593,122593,-1,122593,122628,35,1.00,100.00
760,1,139,3,24,122682,122682,-1,122682,122717,35,1.00,100.00
1274,2,61,98,11680,121423,37452,121422,121423,122915,1492,1.00,100.00
600,3,53,102,5840,95625,95625,122170,122171,122933,27308,35.84,100.00
763,1,101,142,24,123596,123596,-1,123596,123634,38,1.09,100.00
1275,2,11,98,5840,122900,64962,122899,122900,123662,762,1.00,100.00
764,1,23,51,24,123947,123947,-1,123947,123982,35,1.00,100.00
766,1,91,121,24,124466,124466,-1,124466,124502,36,1.03,100.00
768,1,99,83,24,124651,124651,-1,124651,124686,35,1.00,100.00
765,3,5,67,5840,123969,123969,124002,124003,124765,796,1.04,100.00
769,1,20,123,24,124805,124805,-1,124805,124845,40,1.14,100.00
1276,2,121,91,5840,124500,124466,124499,124500,125262,762,1.00,100.00
772,1,100,3,24,125238,125238,-1,125238,125274,36,1.03,100.00
773,1,29,47,24,125558,125558,-1,125558,125597,39,1.11,100.00
777,1,143,103,24,125685,125685,-1,125685,125721,36,1.03,100.00
1277,2,3,100,5840,125272,125238,125271,125272,126034,762,1.00,100.00
493,3,77,98,18984,77598,77598,123646,123647,126052,48454,20.16,100.00
1278,2,47,29,5840,125593,125558,125592,125593,126355,762,1.00,100.00
776,3,83,13,5840,125675,125675,125708,125709,126471,796,1.04,100.00
1279,2,103,143,5840,125719,125685,125718,125719,126481,762,1.00,100.00
779,1,86,64,24,126491,126491,-1,126491,126526,35,1.00,100.00
780,1,15,135,24,126519,126519,-1,126519,126555,36,1.03,100.00
762,3,134,98,5840,123486,123486,126036,126037,126799,3313,4.35,100.00
782,1,135,45,24,126854,126854,-1,126854,126892,38,1.09,100.00
783,1,37,38,24,127324,127324,-1,127324,127359,35,1.00,100.00
784,1,65,125,24,127515,127515,-1,127515,127554,39,1.11,100.00
1281,2,45,135,5840,126888,126854,126887,126888,127650,762,1.00,100.00
785,1,2,65,24,128055,128055,-1,128055,128092,37,1.06,100.00
787,1,135,41,24,128273,128273,-1,128273,128312,39,1.11,100.00
1282,2,125,65,5840,127550,127515,127549,127550,128315,765,1.00,100.00
786,3,118,85,5840,128116,128116,128149,128150,128912,796,1.04,100.00
791,1,39,117,24,129019,129019,-1,129019,129056,37,1.06,100.00
1283,2,41,135,5840,128307,128273,128306,128307,129069,762,1.00,100.00
788,3,12,76,5840,128529,128529,128562,128563,129325,796,1.04,100.00
794,1,4,26,24,129664,129664,-1,129664,129702,38,1.09,100.00
795,1,54,25,24,129828,129828,-1,129828,129863,35,1.00,100.00
793,3,66,89,5840,129202,129202,129235,129236,129998,796,1.04,100.00
797,1,39,64,24,130090,130090,-1,130090,130125,35,1.00,100.00
1284,2,26,4,5840,129698,129664,129697,129698,130460,762,1.00,100.00
798,1,120,6,24,130428,130428,-1,130428,130466,38,1.09,100.00
799,1,19,4,24,130709,130709,-1,130709,130745,36,1.03,100.00
801,1,72,105,24,130771,130771,-1,130771,130807,36,1.03,100.00
803,1,102,20,24,130800,130800,-1,130800,130844,44,1.26,100.00
796,3,10,63,5840,130086,130086,130124,130125,130887,801,1.05,100.00
805,1,16,65,24,131475,131475,-1,131475,131510,35,1.00,100.00
807,1,11,127,24,131521,131521,-1,131521,131556,35,1.00,100.00
800,3,141,108,5840,130768,130768,130801,130802,131564,796,1.04,100.00
808,1,57,115,24,131586,131586,-1,131586,131621,35,1.00,100.00
23,3,56,123,1022000,3918,3918,3951,3952,131764,127846,1.00,100.00
810,1,99,129,24,132016,132016,-1,132016,132051,35,1.00,100.00
804,3,27,90,5840,131369,131369,131402,131403,132165,796,1.04,100.00
806,3,96,109,5840,131519,131519,131552,131553,132315,796,1.04,100.00
811,1,19,125,24,132434,132434,-1,132434,132474,40,1.14,100.00
1288,2,56,97,5840,131743,8564,131742,131743,132505,762,1.00,100.00
812,1,17,118,24,132473,132473,-1,132473,132508,35,1.00,100.00
216,3,125,123,5840,31483,31483,131747,131748,132510,101027,132.58,100.00
815,1,122,75,24,132937,132937,-1,132937,132973,36,1.03,100.00
373,3,56,83,5840,53302,53302,132490,132491,133253,79951,104.92,100.00
349,3,49,123,5840,49629,49629,132496,132497,133259,83630,109.75,100.00
818,1,18,24,24,133350,133350,-1,133350,133386,36,1.03,100.00
813,3,23,46,5840,132785,132785,132818,132819,133581,796,1.04,100.00
819,1,44,101,24,133645,133645,-1,133645,133680,35,1.00,100.00
814,3,112,133,5840,132909,132909,132942,132943,133705,796,1.04,100.00
1289,2,75,122,5840,132971,132937,132970,132971,133733,762,1.00,100.00
1290,2,56,84,5840,133240,93115,133239,133240,134002,762,1.00,100.00
449,3,43,123,5840,68977,68977,133243,133244,134006,65029,85.34,100.00
1291,2,24,18,5840,133384,133350,133383,133384,134146,762,1.00,100.00
821,1,76,41,24,134136,134136,-1,134136,134179,43,1.23,100.00
728,3,23,123,5840,116373,116373,133990,133991,134753,18380,24.12,100.00
820,3,14,4,5840,134020,134020,134053,134054,134816,796,1.04,100.00
1292,2,41,76,5840,134174,134136,134173,134174,134936,762,1.00,100.00
822,3,143,11,5840,134291,134291,134324,134325,135087,796,1.04,100.00
827,1,5,104,24,135410,135410,-1,135410,135445,35,1.00,100.00
826,3,115,11,5840,135122,135122,135155,135156,135918,796,1.04,100.00
834,1,46,137,24,136376,136376,-1,136376,136411,35,1.00,100.00
836,1,10,101,24,136637,136637,-1,136637,136674,37,1.06,100.00
830,3,10,83,5840,135926,135926,135965,135966,136731,805,1.06,100.00
838,1,72,57,24,136746,136746,-1,136746,136789,43,1.23,100.00
839,1,91,11,24,136775,136775,-1,136775,136811,36,1.03,100.00
840,1,84,115,24,136975,136975,-1,136975,137011,36,1.03,100.00
843,1,81,51,24,137057,137057,-1,137057,137092,35,1.00,100.00
833,3,96,78,10224,136176,136176,136209,136210,137520,1344,1.03,100.00
1293,2,11,91,5840,136809,136775,136808,136809,137571,762,1.00,100.00
845,1,107,17,24,137544,137544,-1,137544,137585,41,1.17,100.00
1294,2,115,84,5840,137009,136975,137008,137009,137771,762,1.00,100.00
841,3,55,25,5840,137003,137003,137036,137037,137799,796,1.04,100.00
831,3,133,101,14600,136041,136041,136074,136075,137935,1894,1.02,100.00
844,3,68,107,5840,137317,137317,137350,137351,138113,796,1.04,100.00
1171,2,84,131,601520,63121,63087,63120,63121,138352,75231,1.00,100.00
842,3,55,36,5840,137013,137013,137783,137784,138546,1533,2.01,100.00
1296,2,84,9,5840,138337,69655,138336,138337,139099,762,1.00,100.00
1297,2,141,131,5840,138337,85382,138336,138337,139099,762,1.00,100.00
847,3,77,11,5840,138411,138411,138444,138445,139207,796,1.04,100.00
1295,2,17,107,8760,138105,137544,138104,138105,139232,1127,1.00,100.00
849,1,139,70,24,139448,139448,-1,139448,139483,35,1.00,100.00
851,1,79,44,24,139534,139534,-1,139534,139573,39,1.11,100.00
853,1,140,80,24,139690,139690,-1,139690,139725,35,1.00,100.00
848,3,122,34,5840,138968,138968,139001,139002,139764,796,1.04,100.00
854,1,87,112,24,139785,139785,-1,139785,139823,38,1.09,100.00
1298,2,84,64,5840,139084,120328,139083,139084,139846,762,1.00,100.00
1299,2,26,131,5840,139088,92616,139087,139088,139850,762,1.00,100.00
856,1,98,51,24,140002,140002,-1,140002,140037,35,1.00,100.00
858,1,124,47,24,140121,140121,-1,140121,140164,43,1.23,100.00
859,1,68,61,24,140272,140272,-1,140272,140312,40,1.14,100.00
850,3,98,43,5840,139525,139525,139558,139559,140324,799,1.05,100.00
852,3,42,112,5840,139628,139628,139661,139662,140427,799,1.05,100.00
608,3,7,131,5840,96499,96499,139834,139835,140597,44098,57.87,100.00
863,1,128,99,24,140881,140881,-1,140881,140918,37,1.06,100.00
1301,2,47,124,5840,140160,140121,140159,140160,140922,762,1.00,100.00
1302,2,61,68,5840,140307,140272,140306,140307,141069,762,1.00,100.00
860,3,132,11,5840,140367,140367,140400,140401,141163,796,1.04,100.00
861,3,55,1,5840,140422,140422,140455,140456,141218,796,1.04,100.00
865,1,129,73,24,141470,141470,-1,141470,141506,36,1.03,100.00
866,1,74,0,24,141939,141939,-1,141939,141974,35,1.00,100.00
870,1,4,138,24,142212,142212,-1,142212,142248,36,1.03,100.00
1303,2,73,129,5840,141504,141470,141503,141504,142266,762,1.00,100.00
871,1,49,94,24,142346,142346,-1,142346,142381,35,1.00,100.00
873,1,22,11,24,142494,142494,-1,142494,142530,36,1.03,100.00
874,1,114,45,24,142595,142595,-1,142595,142633,38,1.09,100.00
876,1,7,130,24,143335,143335,-1,143335,143376,41,1.17,100.00
1306,2,45,114,5840,142629,142595,142628,142629,143391,762,1.00,100.00
879,1,85,7,24,143490,143490,-1,143490,143528,38,1.09,100.00
875,3,109,124,5840,142994,142994,143027,143028,143790,796,1.04,100.00
880,1,51,89,24,143920,143920,-1,143920,143956,36,1.03,100.00
881,1,52,64,24,143975,143975,-1,143975,144010,35,1.00,100.00
1307,2,130,7,5840,143372,143335,143371,143372,144138,766,1.01,100.00
882,1,121,61,24,144257,144257,-1,144257,144298,41,1.17,100.00
884,1,31,140,24,144309,144309,-1,144309,144344,35,1.00,100.00
877,3,21,39,8760,143353,143353,143386,143387,144514,1161,1.03,100.00
883,3,70,107,5840,144299,144299,144332,144333,145095,796,1.04,100.00
1308,2,7,85,14600,143524,143490,143523,143524,145381,1857,1.00,100.00
1309,2,89,51,11680,143954,143920,143953,143954,145446,1492,1.00,100.00
889,1,113,58,24,145695,145695,-1,145695,145731,36,1.03,100.00
890,1,62,18,24,145850,145850,-1,145850,145885,35,1.00,100.00
279,3,25,56,855560,38973,38973,39006,39007,145997,107024,1.00,100.00
601,3,120,60,401504,95749,95749,95782,95783,146012,50263,1.00,100.00
888,3,73,62,5840,145335,145335,145368,145369,146131,796,1.04,100.00
325,3,51,10,811760,44811,44811,44844,44845,146354,101543,1.00,100.00
896,1,130,17,24,146332,146332,-1,146332,146379,47,1.34,100.00
897,1,32,75,24,146392,146392,-1,146392,146427,35,1.00,100.00
1311,2,58,113,5840,145729,145695,145728,145729,146491,762,1.00,100.00
891,3,76,71,5840,145898,145898,145931,145932,146694,796,1.04,100.00
1312,2,25,132,5840,145979,76566,145978,145979,146741,762,1.00,100.00
150,3,120,123,5840,22247,22247,145996,145997,146759,124512,163.40,100.00
892,3,95,115,5840,145990,145990,146023,146024,146786,796,1.04,100.00
893,3,5,98,5840,146027,146027,146060,146061,146823,796,1.04,100.00
1314,2,18,62,5840,146116,145850,146115,146116,146878,762,1.00,100.00
894,3,56,88,5840,146102,146102,146135,146136,146898,796,1.04,100.00
895,3,27,85,5840,146195,146195,146228,146229,146991,796,1.04,100.00
350,3,82,10,5840,49765,49765,146334,146335,147097,97332,127.73,100.00
598,3,25,2,5840,95556,95556,146725,146726,147488,51932,68.15,100.00
1316,2,120,137,5840,146745,98312,146744,146745,147507,762,1.00,100.00
1034,2,80,130,1083320,12244,12210,12243,12244,147713,135469,1.00,100.00
898,3,68,114,5840,146923,146923,146956,146957,147719,796,1.04,100.00
901,1,46,39,24,148146,148146,-1,148146,148181,35,1.00,100.00
899,3,42,80,5840,147385,147385,147419,147420,148183,798,1.05,100.00
1315,2,51,64,14600,146335,92338,146334,146335,148192,1857,1.00,100.00
1318,2,25,90,5840,147473,109319,147472,147473,148235,762,1.00,100.00
905,1,102,97,24,148350,148350,-1,148350,148385,35,1.00,100.00
82,3,80,36,5840,12830,12830,147690,147691,148455,135625,177.99,100.00
89,3,23,130,5840,14436,14436,147690,147691,148455,134019,175.88,100.00
1317,2,101,10,11680,147082,136637,147081,147082,148574,1492,1.00,100.00
908,1,131,140,24,148815,148815,-1,148815,148850,35,1.00,100.00
1319,2,51,23,5840,148177,123947,148176,148177,148940,763,1.00,100.00
705,3,80,127,5840,111003,111003,148439,148440,149202,38199,50.13,100.00
1320,2,143,130,5840,148440,52082,148439,148440,149202,762,1.00,100.00
906,3,33,93,5840,148530,148530,148563,148564,149326,796,1.04,100.00
909,1,56,142,24,149320,149320,-1,149320,149357,37,1.06,100.00
910,1,135,0,24,149378,149378,-1,149378,149413,35,1.00,100.00
911,1,134,48,24,149538,149538,-1,149538,149576,38,1.09,100.00
1321,2,51,81,5840,148924,137057,148923,148924,149686,762,1.00,100.00
904,3,23,113,11680,148329,148329,148439,148440,149932,1603,1.07,100.00
720,3,10,130,5840,114729,114729,149186,149187,149949,35220,46.22,100.00
1322,2,80,140,5840,149187,139690,149186,149187,149949,762,1.00,100.00
1323,2,51,98,5840,149671,140002,149670,149671,150433,762,1.00,100.00
915,1,41,127,24,150401,150401,-1,150401,150436,35,1.00,100.00
902,3,80,3,5840,148213,148213,149933,149934,150696,2483,3.26,100.00
770,3,43,130,5840,124883,124883,149933,149934,150696,25813,33.88,100.00
919,1,57,112,24,151101,151101,-1,151101,151136,35,1.00,100.00
921,1,127,108,24,151299,151299,-1,151299,151335,36,1.03,100.00
916,3,87,119,5840,150742,150742,150777,150778,151540,798,1.05,100.00
923,1,133,101,24,151648,151648,-1,151648,151684,36,1.03,100.00
925,1,44,40,24,152209,152209,-1,152209,152248,39,1.11,100.00
927,1,37,40,24,152408,152408,-1,152408,152450,42,1.20,100.00
38,3,102,40,1172384,5964,5964,5997,5998,152607,146643,1.00,100.00
930,1,143,133,24,152897,152897,-1,152897,152935,38,1.09,100.00
932,1,34,128,24,153026,153026,-1,153026,153061,35,1.00,100.00
933,1,63,74,24,153087,153087,-1,153087,153123,36,1.03,100.00
54,3,55,40,5840,8213,8213,152583,152584,153346,145133,190.46,100.00
935,1,8,110,24,153444,153444,-1,153444,153481,37,1.06,100.00
1325,2,101,133,14600,151682,151648,151681,151682,153542,1860,1.00,100.00
1327,2,74,63,5840,153121,153087,153120,153121,153883,762,1.00,100.00
937,1,103,79,24,153891,153891,-1,153891,153930,39,1.11,100.00
1326,2,102,77,11680,152584,18241,152583,152584,154076,1492,1.00,100.00
91,3,7,40,5840,14548,14548,153330,153331,154093,139545,183.13,100.00
939,1,90,18,24,154580,154580,-1,154580,154616,36,1.03,100.00
1328,2,79,103,5840,153925,153891,153924,153925,154687,762,1.00,100.00
255,3,118,40,5840,37031,37031,154077,154078,154840,117809,154.60,100.00
1054,2,60,69,1089160,18898,18864,18897,18898,155105,136207,1.00,100.00
940,1,68,59,24,155111,155111,-1,155111,155146,35,1.00,100.00
1329,2,18,90,5840,154614,154580,154613,154614,155376,762,1.00,100.00
934,3,70,77,11680,153287,153287,154060,154061,155553,2266,1.52,100.00
270,3,16,87,928560,37759,37759,39694,39695,155811,118052,1.02,100.00
269,3,60,114,5840,37752,37752,155064,155065,155827,118075,154.95,100.00
1330,2,41,69,5840,155073,19717,155072,155073,155835,762,1.00,100.00
943,1,72,108,24,155844,155844,-1,155844,155879,35,1.00,100.00
944,1,111,101,24,155850,155850,-1,155850,155886,36,1.03,100.00
946,1,130,132,24,156153,156153,-1,156153,156189,36,1.03,100.00
947,1,110,17,24,156180,156180,-1,156180,156226,46,1.31,100.00
948,1,58,14,24,156282,156282,-1,156282,156318,36,1.03,100.00
949,1,128,50,24,156345,156345,-1,156345,156380,35,1.00,100.00
950,1,112,108,24,156357,156357,-1,156357,156392,35,1.00,100.00
477,3,111,87,5840,74442,74442,155792,155793,156558,82116,107.76,100.00
1331,2,16,59,5840,155800,72279,155799,155800,156562,762,1.00,100.00
1332,2,60,62,5840,155812,63022,155811,155812,156574,762,1.00,100.00
951,1,87,37,24,156539,156539,-1,156539,156577,38,1.09,100.00
1333,2,94,69,5840,155820,94662,155819,155820,156582,762,1.00,100.00
953,1,55,127,24,156802,156802,-1,156802,156839,37,1.06,100.00
1335,2,132,130,5840,156187,156153,156186,156187,156949,762,1.00,100.00
954,1,135,121,24,157115,157115,-1,157115,157153,38,1.09,100.00
1337,2,41,87,5840,156552,87256,156551,156552,157314,762,1.00,100.00
1338,2,60,23,5840,156559,105159,156558,156559,157321,762,1.00,100.00
958,1,76,21,24,157452,157452,-1,157452,157491,39,1.11,100.00
1336,2,14,58,10224,156316,156282,156315,156316,157626,1310,1.00,100.00
1334,2,101,111,14600,155884,155850,155883,155884,157741,1857,1.00,100.00
963,1,20,94,24,157842,157842,-1,157842,157877,35,1.00,100.00
596,3,34,87,5840,95313,95313,157298,157299,158061,62748,82.35,100.00
1339,2,21,76,5840,157486,157452,157485,157486,158248,762,1.00,100.00
959,3,83,1,5840,157519,157519,157552,157553,158315,796,1.04,100.00
964,1,126,102,24,158516,158516,-1,158516,158554,38,1.09,100.00
965,1,96,100,24,158727,158727,-1,158727,158763,36,1.03,100.00
966,1,48,138,24,158747,158747,-1,158747,158782,35,1.00,100.00
1340,2,112,87,5840,158046,139785,158045,158046,158808,762,1.00,100.00
967,1,16,119,24,159042,159042,-1,159042,159077,35,1.00,100.00
969,1,53,43,24,159209,159209,-1,159209,159244,35,1.00,100.00
1341,2,100,96,5840,158761,158727,158760,158761,159523,762,1.00,100.00
900,3,115,87,5840,147935,147935,158792,158793,159555,11620,15.25,100.00
971,1,3,52,24,159525,159525,-1,159525,159569,44,1.26,100.00
973,1,64,79,24,159857,159857,-1,159857,159900,43,1.23,100.00
1342,2,79,64,5840,159895,159857,159894,159895,160657,762,1.00,100.00
977,1,113,80,24,160807,160807,-1,160807,160843,36,1.03,100.00
976,1,67,44,24,160807,160807,-1,160807,160847,40,1.14,100.00
968,3,143,31,16064,159160,159160,159193,159194,161234,2074,1.02,100.00
974,3,113,64,5840,160037,160037,160641,160642,161407,1370,1.80,100.00
981,1,9,57,24,161487,161487,-1,161487,161533,46,1.31,100.00
982,1,93,28,24,161570,161570,-1,161570,161608,38,1.09,100.00
983,1,69,45,24,161845,161845,-1,161845,161884,39,1.11,100.00
984,1,116,100,24,161855,161855,-1,161855,161890,35,1.00,100.00
980,3,125,50,5840,161167,161167,161206,161207,161969,802,1.05,100.00
986,1,35,46,24,162205,162205,-1,162205,162241,36,1.03,100.00
1344,2,57,9,5840,161529,161487,161528,161529,162291,762,1.00,100.00
988,1,132,54,24,162267,162267,-1,162267,162306,39,1.11,100.00
989,1,85,23,24,162599,162599,-1,162599,162635,36,1.03,100.00
990,1,38,108,24,162648,162648,-1,162648,162683,35,1.00,100.00
1345,2,46,35,5840,162239,162205,162238,162239,163001,762,1.00,100.00
993,1,142,23,24,163147,163147,-1,163147,163182,35,1.00,100.00
1346,2,54,132,7304,162301,162267,162300,162301,163246,945,1.00,100.00
994,1,116,100,24,163282,163282,-1,163282,163317,35,1.00,100.00
1347,2,23,85,5840,162633,162599,162632,162633,163395,762,1.00,100.00
996,1,130,115,24,163466,163466,-1,163466,163502,36,1.03,100.00
997,1,48,56,24,163531,163531,-1,163531,163568,37,1.06,100.00
987,3,113,63,14600,162225,162225,162258,162259,164116,1891,1.02,100.00
995,3,96,50,5840,163411,163411,163444,163445,164207,796,1.04,100.00
999,3,60,55,5840,163666,163666,163699,163700,164462,796,1.04,100.00
992,3,9,2,17520,162946,162946,162979,162980,165202,2256,1.02,100.00
1287,2,20,102,316824,130839,130800,130838,130839,170482,39643,1.00,100.00
1349,2,97,102,5840,170464,148350,170463,170464,171226,762,1.00,100.00
903,3,20,18,5840,148259,148259,170466,170467,171229,22970,30.14,100.00
1300,2,44,79,256960,139568,139534,139567,139568,171731,32163,1.00,100.00
942,3,84,79,5840,155830,155830,171707,171708,172470,16640,21.84,100.00
887,3,17,83,267184,145065,145065,145106,145107,178538,33473,1.00,100.00
1348,2,115,130,221920,163500,163466,163499,163500,191272,27772,1.00,100.00
1351,2,17,130,5840,191269,146332,191268,191269,192031,762,1.00,100.00
701,3,136,42,678904,110416,110416,110449,110450,195350,84934,1.00,100.00
1304,2,138,4,433624,142246,142212,142245,142246,196481,54235,1.00,100.00
886,3,36,4,5840,144446,144446,196465,196466,197228,52782,69.27,100.00
741,3,38,42,17520,118695,118695,195332,195333,197555,78860,35.49,100.00
1280,2,135,15,586920,126553,126519,126552,126553,199962,73409,1.00,100.00
855,3,53,15,5840,139823,139823,199946,199947,200709,60886,79.90,100.00
1352,2,135,87,5840,199947,121812,199946,199947,200709,762,1.00,100.00
178,3,102,29,385440,25006,25006,154061,154062,202274,177268,3.68,100.00
1196,2,64,41,1043904,75897,22205,75896,75897,206435,130538,1.00,100.00
